 TIME                                   ,IR_hori_kjphpm2                         ,Incidence_Angle_Horizontal,T_RTPV                                  ,Tout
4857,2241.9394,52.5868,36.9062,29.7
4857.5,2623.924,45.7435,38.8633,30.5
4858,3003.0773,38.8719,40.6389,31.3
4858.5,3429.1522,31.9816,42.7774,32.1
4859,3343.4808,25.0851,43.9183,32.8
4859.5,2513.5533,18.2036,40.9661,33.2
4860,2203.4345,11.3976,39.1307,33.3
4860.5,2335.326,5.0346,39.1041,33.5
4861,2298.3997,4.2362,38.9775,33.6
4861.5,2284.3844,10.3786,38.68,33.7
4862,2173.9996,17.1595,38.0314,33.8
4862.5,1964.5518,24.0353,37.3935,33.8
4863,1795.1725,30.9313,36.9201,33.7
4863.5,1654.51,37.8234,36.2277,33.6
4864,1465.6958,44.6986,35.4075,33.6
4864.5,1242.619,51.5468,34.8595,33.4
4865,982.1324,58.3586,34.3918,33.1
4865.5,698.861,65.1237,33.7762,32.8
4866,458.4097,71.8305,33.1106,32.5
4866.5,241.65,78.4648,32.4231,32.1
4867,67.95,85.0091,31.727,31.6
4867.5,0,89.1234,31.2,31.2
4868,0,90,30.8,30.8
4868.5,0,90,30.475,30.5
4869,0,90,30.225,30.2
4869.5,0,90,29.975,30
4870,0,90,29.725,29.7
4870.5,0,90,29.45,29.5
4871,0,90,29.15,29.2
4871.5,0,90,28.85,28.9
4872,0,90,28.55,28.6
4872.5,0,90,28.35,28.4
4873,0,90,28.25,28.3
4873.5,0,90,28.025,28
4874,0,90,27.675,27.7
4874.5,0,90,27.225,27.2
4875,0,90,26.675,26.7
4875.5,0,90,26.725,26.7
4876,0,90,27.375,27.4
4876.5,0,90,27.8,27.8
4877,0,90,28,28
4877.5,0,90,28.05,28.1
4878,0,89.6583,27.95,28
4878.5,45,86.0848,28.0962,28
4879,135,79.5489,28.5074,28.2
4879.5,195.75,72.9206,28.8826,28.4
4880,265.05,66.2181,29.323,28.6
4880.5,319.5,59.4557,29.655,28.8
4881,494.1,52.6456,30.176,28.9
4881.5,958.1421,45.7982,31.4774,29.2
4882,974.0614,38.9231,31.8187,29.5
4882.5,414.8409,32.0304,30.6684,29.7
4883,461.7,25.133,30.895,29.9
4883.5,1112.6161,18.2537,32.5428,30.2
4884,1322.9758,11.458,33.4765,30.5
4884.5,1088.839,5.1393,33.2259,30.8
4885,1457.6401,4.3387,34.1179,31
4885.5,2063.5381,10.4182,35.739,31.3
4886,2168.8088,17.1857,36.6268,31.8
4886.5,1783.7026,24.0583,36.2003,32.1
4887,1519.5746,30.9549,35.8328,32.4
4887.5,1180.1025,37.8493,35.333,32.5
4888,920.2706,44.7278,34.9878,32.6
4888.5,674.8134,51.5802,34.4711,32.6
4889,543.972,58.3967,34.0908,32.5
4889.5,509.8315,65.1673,33.8904,32.4
4890,505.7984,71.8801,33.5197,32.3
4890.5,441.7253,78.521,32.9648,32.1
4891,185.575,85.0727,32.3259,32
4891.5,0,89.1571,31.8,31.8
4892,0,90,31.6,31.6
4892.5,0,90,31.375,31.4
4893,0,90,31.125,31.1
4893.5,0,90,30.875,30.9
4894,0,90,30.625,30.6
4894.5,0,90,30.375,30.4
4895,0,90,30.125,30.1
4895.5,0,90,29.875,29.9
4896,0,90,29.625,29.6
4896.5,0,90,29.35,29.4
4897,0,90,29.05,29.1
4897.5,0,90,28.525,28.5
4898,0,90,27.775,27.8
4898.5,0,90,27.525,27.5
4899,0,90,27.775,27.8
4899.5,0,90,27.85,27.9
4900,0,90,27.75,27.8
4900.5,0,90,27.575,27.6
4901,0,90,27.325,27.3
4901.5,0,90,27.3,27.3
4902,0,89.7044,27.5,27.5
4902.5,66.6,86.1732,27.9533,27.7
4903,199.8,79.63,28.7225,27.8
4903.5,322.2,72.9952,29.4035,27.9
4904,484.2,66.2866,30.0668,28.1
4904.5,692.3742,59.5189,30.8648,28.3
4905,950.7128,52.704,31.8366,28.6
4905.5,1339.1571,45.8525,33.4039,28.9
4906,1602.7761,38.9741,34.8455,29.3
4906.5,1720.8128,32.0791,35.5445,29.7
4907,1817.6179,25.1811,35.9149,30
4907.5,1883.6703,18.3047,36.0118,30.3
4908,1810.7181,11.5208,35.614,30.6
4908.5,1501.2403,5.2506,34.7871,30.8
4909,1450.1232,4.4526,34.7985,30.9
4909.5,1750.3265,10.4651,35.5764,31
4910,1543.0033,17.2173,34.8548,31
4910.5,778.9835,24.0861,32.96,31
4911,589.5681,30.9829,32.5785,31
4911.5,891.8942,37.8794,33.518,31
4912,786.1151,44.7611,33.3097,30.9
4912.5,361.8,51.6176,31.8369,30.8
4913,178.2,58.4389,31.0356,30.6
4913.5,112.5,65.2149,30.6703,30.4
4914,53.1,71.9337,30.3434,30.2
4914.5,46.8,78.5814,30.1321,30
4915,18,85.1405,29.8489,29.8
4915.5,0,89.193,29.6,29.6
4916,0,90,29.4,29.4
4916.5,0,90,29.125,29.1
4917,0,90,28.775,28.8
4917.5,0,90,28.425,28.4
4918,0,90,28.075,28.1
4918.5,0,90,27.7,27.7
4919,0,90,27.3,27.3
4919.5,0,90,26.925,26.9
4920,0,90,26.575,26.6
4920.5,0,90,26.225,26.2
4921,0,90,25.875,25.9
4921.5,0,90,25.525,25.5
4922,0,90,25.175,25.2
4922.5,0,90,24.9,24.9
4923,0,90,24.7,24.7
4923.5,0,90,24.5,24.5
4924,0,90,24.3,24.3
4924.5,0,90,24.125,24.1
4925,0,90,23.975,24
4925.5,0,90,23.875,23.9
4926,0,89.7506,23.825,23.8
4926.5,98.1707,86.2617,24.1159,23.9
4927,431.0846,79.7111,24.7347,24.2
4927.5,731.3771,73.0695,25.8111,24.6
4928,977.3621,66.3549,26.9789,25.1
4928.5,1398.4417,59.5818,28.6432,25.6
4929,1749.78,52.7621,30.6096,26.2
4929.5,2068.8313,45.9065,32.324,26.8
4930,2383.5443,39.0249,33.5949,27.5
4930.5,2700.3988,32.1278,35.1025,28.2
4931,2939.2905,25.2296,36.9217,28.9
4931.5,3089.0244,18.3568,38.0753,29.5
4932,3199.5836,11.5863,38.7902,30
4932.5,3239.7063,5.3687,38.9686,30.5
4933,3268.2419,4.5777,38.8505,31
4933.5,3301.7706,10.5194,38.6758,31.4
4934,3216.6312,17.2547,38.2195,31.7
4934.5,3017.2672,24.1189,38.0066,32
4935,2795.1521,31.0153,37.9727,32.1
4935.5,2547.8479,37.9137,37.7441,32.2
4936,2247.2142,44.7986,37.105,32.3
4936.5,1909.3349,51.6591,36.2782,32.3
4937,1523.9295,58.4852,35.2515,32.1
4937.5,1143.6011,65.2666,34.1107,31.9
4938,787.0155,71.9915,32.8923,31.6
4938.5,499.7517,78.646,31.756,31.2
4939,150.9532,85.2127,30.9239,30.7
4939.5,0,89.231,30.25,30.3
4940,0,90,29.75,29.8
4940.5,0,90,29.275,29.3
4941,0,90,28.825,28.8
4941.5,0,90,28.35,28.4
4942,0,90,27.85,27.9
4942.5,0,90,27.375,27.4
4943,0,90,26.925,26.9
4943.5,0,90,26.5,26.5
4944,0,90,26.1,26.1
4944.5,0,90,25.75,25.8
4945,0,90,25.45,25.5
4945.5,0,90,25.125,25.1
4946,0,90,24.775,24.8
4946.5,0,90,24.475,24.5
4947,0,90,24.225,24.2
4947.5,0,90,24,24
4948,0,90,23.8,23.8
4948.5,0,90,23.625,23.6
4949,0,90,23.475,23.5
4949.5,0,90,23.375,23.4
4950,0,89.797,23.325,23.3
4950.5,89.2684,86.3503,23.7392,23.4
4951,350.5944,79.792,24.6487,23.5
4951.5,622.4966,73.1436,26.6108,23.7
4952,851.8408,66.4229,28.4308,24
4952.5,1268.8302,59.6443,30.6727,24.3
4953,1642.1101,52.8199,32.5294,24.8
4953.5,2024.8396,45.9602,34.3403,25.3
4954,2339.5511,39.0755,35.8161,25.8
4954.5,2504.474,32.1765,36.1011,26.2
4955,2654.9238,25.2785,36.1179,26.6
4955.5,2747.2419,18.41,36.6123,27
4956,2847.8715,11.6546,38.0005,27.3
4956.5,2985.7564,5.4937,38.256,27.7
4957,3012.7825,4.7139,37.0799,28
4957.5,2926.3279,10.5815,35.7149,28.2
4958,2868.8746,17.298,34.624,28.3
4958.5,2820.2594,24.1566,34.352,28.5
4959,2690.3083,31.0524,34.3458,28.6
4959.5,2497.3012,37.9524,34.0777,28.7
4960,2227.9918,44.8403,33.3868,28.7
4960.5,1921.9619,51.7047,32.5921,28.7
4961,1539.753,58.5355,31.6084,28.6
4961.5,1163.5073,65.3224,30.5955,28.4
4962,791.8627,72.0534,29.5223,28.1
4962.5,463.8955,78.7147,28.489,27.7
4963,159.7726,85.2891,27.6127,27.3
4963.5,0,89.2712,26.9,26.9
4964,0,90,26.5,26.5
4964.5,0,90,26.15,26.2
4965,0,90,25.85,25.9
4965.5,0,90,25.55,25.6
4966,0,90,25.25,25.3
4966.5,0,90,24.975,25
4967,0,90,24.725,24.7
4967.5,0,90,24.45,24.5
4968,0,90,24.15,24.2
4968.5,0,90,24.025,24
4969,0,90,24.075,24.1
4969.5,0,90,24.125,24.1
4970,0,90,24.175,24.2
4970.5,0,90,24.225,24.2
4971,0,90,24.275,24.3
4971.5,0,90,24.25,24.3
4972,0,90,24.15,24.2
4972.5,0,90,24.175,24.2
4973,0,90,24.325,24.3
4973.5,0,90,24.4,24.4
4974,0,89.8433,24.4,24.4
4974.5,120.8522,86.4389,24.8692,24.6
4975,368.2331,79.8728,25.8134,24.9
4975.5,346.2913,73.2175,26.298,25.1
4976,246.6,66.4906,26.2041,25.3
4976.5,104.4,59.7065,25.7457,25.4
4977,394.2,52.8773,26.6115,25.3
4977.5,496.7008,46.0136,26.9317,25.4
4978,875.2911,39.1258,28.1697,25.7
4978.5,1984.3352,32.2253,31.4539,26.3
4979,2709.0334,25.3279,33.7307,27.2
4979.5,2689.0226,18.4645,34.2255,28.1
4980,2862.0805,11.7259,35.2925,29
4980.5,3058.9988,5.6256,36.0874,29.8
4981,2946.4197,4.8608,35.9913,30.5
4981.5,2464.6051,10.6515,35.3245,31
4982,2216.866,17.3473,35.1276,31.3
4982.5,2098.3552,24.1996,34.9876,31.6
4983,1914.0894,31.0942,34.6025,31.8
4983.5,1678.9417,37.9955,34.2171,31.9
4984,1524.9365,44.8862,33.9368,32
4984.5,1422.5923,51.7545,33.9083,32
4985,1260.3374,58.5901,33.9659,32
4985.5,1035.9343,65.3823,33.5481,31.9
4986,720.7655,72.1196,32.7578,31.8
4986.5,476.9371,78.7878,32.1227,31.5
4987,174.3461,85.3698,31.4217,31.2
4987.5,0,89.3136,30.825,30.8
4988,0,90,30.475,30.5
4988.5,0,90,30.225,30.2
4989,0,90,30.075,30.1
4989.5,0,90,29.925,29.9
4990,0,90,29.775,29.8
4990.5,0,90,29.625,29.6
4991,0,90,29.475,29.5
4991.5,0,90,29.325,29.3
4992,0,90,29.175,29.2
4992.5,0,90,28.975,29
4993,0,90,28.725,28.7
4993.5,0,90,28.5,28.5
4994,0,90,28.3,28.3
4994.5,0,90,28.125,28.1
4995,0,90,27.975,28
4995.5,0,90,27.675,27.7
4996,0,90,27.225,27.2
4996.5,0,90,27.075,27.1
4997,0,90,27.225,27.2
4997.5,0,90,27.325,27.3
4998,0,89.8897,27.375,27.4
4998.5,43.2,86.5274,27.5992,27.4
4999,129.6,79.9534,27.9977,27.5
4999.5,332.7526,73.291,28.9426,27.6
5000,517.6447,66.5578,29.9464,27.7
5000.5,622.8598,59.7682,30.6778,28
5001,681.602,52.9343,31.2071,28.4
5001.5,651.6822,46.0667,31.1412,28.6
5002,683.585,39.1761,31.0944,28.5
5002.5,760.9829,32.2741,31.454,28.6
5003,806.2578,25.3779,31.9289,28.9
5003.5,799.3076,18.5205,32.2135,29.1
5004,862.6625,11.8004,32.8129,29.2
5004.5,948.5454,5.7646,33.3174,29.4
5005,1162.4757,5.0182,34.1027,29.5
5005.5,1522.0509,10.7297,35.2362,29.7
5006,1507.2908,17.4029,34.8693,29.9
5006.5,1086.9358,24.2479,33.4634,30
5007,920.6156,31.1408,33.0035,29.9
5007.5,845.7478,38.0432,32.7699,29.9
5008,777.6461,44.9366,32.5329,30
5008.5,761.8768,51.8086,32.5833,30.1
5009,673.8722,58.6488,32.486,30.1
5009.5,521.9118,65.4465,31.8501,30
5010,418.1854,72.1899,31.1261,29.9
5010.5,291.7903,78.865,30.4704,29.7
5011,105.7787,85.4549,29.8501,29.6
5011.5,0,89.3582,29.2,29.2
5012,0,90,28.6,28.6
5012.5,0,90,27.975,28
5013,0,90,27.325,27.3
5013.5,0,90,27.425,27.4
5014,0,90,28.275,28.3
5014.5,0,90,28.625,28.6
5015,0,90,28.475,28.5
5015.5,0,90,28.325,28.3
5016,0,90,28.175,28.2
5016.5,0,90,28.075,28.1
5017,0,90,28.025,28
5017.5,0,90,27.975,28
5018,0,90,27.925,27.9
5018.5,0,90,27.9,27.9
5019,0,90,27.9,27.9
5019.5,0,90,27.9,27.9
5020,0,90,27.9,27.9
5020.5,0,90,27.9,27.9
5021,0,90,27.9,27.9
5021.5,0,90,27.9,27.9
5022,0,89.9361,27.9,27.9
5022.5,77.5191,86.6157,28.3849,28
5023,254.1098,80.0338,29.3741,28.2
5023.5,544.9319,73.3643,30.8505,28.5
5024,752.5984,66.6247,32.0014,28.9
5024.5,741.0035,59.8296,32.3629,29.2
5025,832.8714,52.9909,33.106,29.5
5025.5,938.5609,46.1195,33.9011,29.7
5026,1103.4828,39.2261,35.0057,29.9
5026.5,1320.6787,32.3231,36.5022,30.2
5027,1569.961,25.4284,38.2784,30.7
5027.5,1983.4863,18.5779,40.8541,31.1
5028,2089.5303,11.8783,41.8375,31.6
5028.5,1902.3685,5.9106,40.6643,32
5029,1760.7271,5.1859,39.384,32.3
5029.5,1594.7979,10.8161,38.6489,32.5
5030,1363.6309,17.4648,37.9945,32.6
5030.5,1044.9626,24.3016,36.8847,32.6
5031,786.2693,31.1923,35.915,32.6
5031.5,553.95,38.0955,34.9246,32.5
5032,367.65,44.9913,33.9876,32.3
5032.5,161.1,51.867,32.7294,32.1
5033,134.1,58.7118,32.2528,31.8
5033.5,355.95,65.5149,32.3884,31.3
5034,349.65,72.2645,31.7031,30.6
5034.5,181.8,78.9466,30.9376,30.3
5035,63,85.5442,30.742,30.5
5035.5,0,89.4049,30.575,30.6
5036,0,90,30.525,30.5
5036.5,0,90,30.4,30.4
5037,0,90,30.2,30.2
5037.5,0,90,29.95,30
5038,0,90,29.65,29.7
5038.5,0,90,29.325,29.3
5039,0,90,28.975,29
5039.5,0,90,28.65,28.7
5040,0,90,28.35,28.4
5040.5,0,90,27.975,28
5041,0,90,27.525,27.5
5041.5,0,90,27.175,27.2
5042,0,90,26.925,26.9
5042.5,0,90,26.725,26.7
5043,0,90,26.575,26.6
5043.5,0,90,26.4,26.4
5044,0,90,26.2,26.2
5044.5,0,90,26.025,26
5045,0,90,25.875,25.9
5045.5,0,90,25.8,25.8
5046,0,89.9824,25.8,25.8
5046.5,75.3618,86.7039,26.1206,25.9
5047,234.7441,80.1138,26.8161,26
5047.5,386.4431,73.4371,27.7003,26.1
5048,633.5859,66.6912,28.9254,26.3
5048.5,1004.6821,59.8905,30.127,26.6
5049,1286.9308,53.0471,30.5031,26.9
5049.5,1578.2503,46.172,31.474,27.3
5050,1631.4556,39.2761,32.515,27.7
5050.5,1295.5003,32.3723,32.0946,28
5051,1304.847,25.4797,32.3696,28.1
5051.5,1530.2998,18.637,33.2452,28
5052,1595.8004,11.9597,33.4543,27.9
5052.5,1547.64,6.0637,33.5468,28
5053,1511.7143,5.3635,33.9593,28.4
5053.5,1416.174,10.9109,33.2607,28.7
5054,1422.2143,17.5333,32.4465,28.8
5054.5,1618.9191,24.3609,32.7042,28.9
5055,1480.388,31.2489,32.5316,29
5055.5,1065.5575,38.1525,31.4556,29
5056,700.0079,45.0506,30.3927,28.9
5056.5,242.1,51.9298,29.2178,28.7
5057,185.4,58.7791,28.8965,28.5
5057.5,248.85,65.5876,28.8554,28.3
5058,233.55,72.3433,28.6708,28.1
5058.5,107.1,79.0324,28.1664,27.9
5059,29.7,85.6379,27.7696,27.7
5059.5,0,89.4539,27.5,27.5
5060,0,90,27.3,27.3
5060.5,0,90,27.075,27.1
5061,0,90,26.825,26.8
5061.5,0,90,26.6,26.6
5062,0,90,26.4,26.4
5062.5,0,90,26.2,26.2
5063,0,90,26,26
5063.5,0,90,25.775,25.8
5064,0,90,25.525,25.5
5064.5,0,90,25.375,25.4
5065,0,90,25.325,25.3
5065.5,0,90,25.25,25.3
5066,0,90,25.15,25.2
5066.5,0,90,25.05,25.1
5067,0,90,24.95,25
5067.5,0,90,24.875,24.9
5068,0,90,24.825,24.8
5068.5,0,90,24.8,24.8
5069,0,90,24.8,24.8
5069.5,0,90,24.775,24.8
5070,0,90,24.725,24.7
5070.5,52.2,86.763,25.1983,24.8
5071,156.6,80.1935,26.2631,25
5071.5,528.592,73.5095,28.9881,25.5
5072,1177.8666,66.7572,33.4588,26.3
5072.5,1454.4499,59.9509,35.9707,27.1
5073,1588.4628,53.1029,37.1256,27.9
5073.5,1972.8438,46.2242,39.1905,28.7
5074,2272.2547,39.326,40.4021,29.4
5074.5,2651.9387,32.4217,40.9424,30.1
5075,2871.6369,25.5317,40.1262,30.8
5075.5,2878.8032,18.6978,39.3302,31.5
5076,2976.3147,12.0449,39.1584,32
5076.5,3148.8927,6.2239,39.4319,32.5
5077,3188.665,5.5506,39.5732,33
5077.5,3119.3396,11.0143,39.5574,33.4
5078,3038.3854,17.6084,39.5699,33.7
5078.5,2939.7766,24.4258,39.2769,34
5079,2743.5067,31.3106,38.6475,34.2
5079.5,2469.2571,38.2142,38.1266,34.3
5080,2173.9304,45.1144,37.8118,34.4
5080.5,1853.0955,51.997,37.2579,34.3
5081,1481.9785,58.8508,36.4353,34.1
5081.5,1110.0464,65.6645,35.4466,33.8
5082,750.4047,72.4264,34.3708,33.4
5082.5,467.4149,79.1225,33.44,33
5083,151.5353,85.7359,32.6482,32.5
5083.5,0,89.505,31.95,32
5084,0,90,31.45,31.5
5084.5,0,90,30.975,31
5085,0,90,30.525,30.5
5085.5,0,90,30.1,30.1
5086,0,90,29.7,29.7
5086.5,0,90,29.3,29.3
5087,0,90,28.9,28.9
5087.5,0,90,28.5,28.5
5088,0,90,28.1,28.1
5088.5,0,90,27.675,27.7
5089,0,90,27.225,27.2
5089.5,0,90,26.8,26.8
5090,0,90,26.4,26.4
5090.5,0,90,26,26
5091,0,90,25.6,25.6
5091.5,0,90,25.3,25.3
5092,0,90,25.1,25.1
5092.5,0,90,24.875,24.9
5093,0,90,24.625,24.6
5093.5,0,90,24.425,24.4
5094,0,90,24.275,24.3
5094.5,32.4,86.8042,24.4157,24.3
5095,97.2,80.2728,24.8901,24.4
5095.5,424.1452,73.5814,26.6585,24.8
5096,784.2682,66.8227,28.7955,25.3
5096.5,987.0243,60.0109,30.5272,25.9
5097,1064.4222,53.1583,31.9803,26.4
5097.5,806.6521,46.2761,30.5899,26.7
5098,1073.9253,39.3758,30.9093,26.8
5098.5,1624.4181,32.4714,32.2938,27.2
5099,2026.1585,25.5846,33.1653,27.7
5099.5,2270.6972,18.7605,33.6765,28.2
5100,2683.7132,12.1339,34.6693,28.8
5100.5,3435.7759,6.3911,37.0777,29.5
5101,3488.418,5.747,38.8406,30.3
5101.5,2797.9106,11.1262,37.9781,30.9
5102,2552.2003,17.6904,37.511,31.2
5102.5,2506.3451,24.4966,37.2005,31.4
5103,2395.7298,31.3775,36.5222,31.6
5103.5,2239.6034,38.2808,35.9474,31.8
5104,2124.509,45.1828,35.6321,31.9
5104.5,2065.5755,52.0687,35.383,31.9
5105,1691.4014,58.9267,34.5728,31.8
5105.5,1212.7681,65.7458,33.4863,31.7
5106,784.2393,72.5138,32.407,31.4
5106.5,449.9478,79.2169,31.5235,31.1
5107,136.9118,85.8382,30.7701,30.6
5107.5,0,89.5583,30.075,30.1
5108,0,90,29.625,29.6
5108.5,0,90,29.175,29.2
5109,0,90,28.725,28.7
5109.5,0,90,28.275,28.3
5110,0,90,27.825,27.8
5110.5,0,90,27.375,27.4
5111,0,90,26.925,26.9
5111.5,0,90,26.5,26.5
5112,0,90,26.1,26.1
5112.5,0,90,25.75,25.8
5113,0,90,25.45,25.5
5113.5,0,90,25.125,25.1
5114,0,90,24.775,24.8
5114.5,0,90,24.45,24.5
5115,0,90,24.15,24.2
5115.5,0,90,23.9,23.9
5116,0,90,23.7,23.7
5116.5,0,90,23.5,23.5
5117,0,90,23.3,23.3
5117.5,0,90,23.125,23.1
5118,0,90,22.975,23
5118.5,54,86.8453,23.2275,23
5119,162,80.3516,24.0023,23.2
5119.5,540.6167,73.6528,25.9323,23.7
5120,1189.7964,66.8877,28.7855,24.4
5120.5,1476.1074,60.0705,30.3535,25.2
5121,1632.0416,53.2134,31.1844,25.9
5121.5,2008.5039,46.3278,32.9167,26.6
5122,2298.9546,39.4256,34.6672,27.3
5122.5,2624.3185,32.5215,35.7608,27.9
5123,2875.6257,25.6385,35.7895,28.6
5123.5,3059.8824,18.8252,36.0036,29.2
5124,3217.9359,12.227,36.3674,29.7
5124.5,3360.4439,6.5654,36.5839,30.3
5125,3368.9524,5.9523,36.5046,30.8
5125.5,3237.3649,11.2469,36.2067,31.1
5126,3101.597,17.7792,35.888,31.4
5126.5,2937.1893,24.5732,35.65,31.6
5127,2730.0853,31.4496,35.4312,31.7
5127.5,2497.6407,38.3523,34.963,31.8
5128,2189.4391,45.2559,34.362,31.8
5128.5,1841.8978,52.1449,33.7333,31.7
5129,1453.3388,59.0071,33.0188,31.4
5129.5,1061.6171,65.8314,32.205,31.1
5130,702.8879,72.6054,31.3345,30.6
5130.5,409.412,79.3156,30.5041,30.1
5131,130.5307,85.9449,29.7293,29.6
5131.5,0,89.6137,29.025,29
5132,0,90,28.475,28.5
5132.5,0,90,28,28
5133,0,90,27.6,27.6
5133.5,0,90,27.2,27.2
5134,0,90,26.8,26.8
5134.5,0,90,26.4,26.4
5135,0,90,26,26
5135.5,0,90,25.625,25.6
5136,0,90,25.275,25.3
5136.5,0,90,25,25
5137,0,90,24.8,24.8
5137.5,0,90,24.6,24.6
5138,0,90,24.4,24.4
5138.5,0,90,24.2,24.2
5139,0,90,24,24
5139.5,0,90,23.85,23.9
5140,0,90,23.75,23.8
5140.5,0,90,23.65,23.7
5141,0,90,23.55,23.6
5141.5,0,90,23.45,23.5
5142,0,90,23.35,23.4
5142.5,28.8,86.8861,23.4365,23.4
5143,86.4,80.4299,23.7336,23.5
5143.5,350.9979,73.7238,25.0066,23.8
5144,693.015,66.9522,27.1228,24.3
5144.5,919.1562,60.1295,29.1773,24.8
5145,1145.1476,53.268,31.397,25.3
5145.5,1400.6789,46.3793,33.3138,25.9
5146,1585.5591,39.4755,34.1015,26.4
5146.5,1702.1342,32.572,34.74,26.8
5147,1779.0856,25.6934,35.2973,27.3
5147.5,1769.7912,18.8921,35.4928,27.7
5148,1805.4245,12.3243,35.9486,28
5148.5,1876.1692,6.7466,36.6852,28.2
5149,1930.0124,6.1661,37.4776,28.5
5149.5,2035.9086,11.3762,38.5442,28.7
5150,1956.1858,17.875,38.6791,28.9
5150.5,1638.2908,24.6558,37.2692,29.1
5151,1576.1828,31.5271,36.9165,29.2
5151.5,1768.7513,38.4288,37.7801,29.2
5152,1582.4126,45.3337,36.8803,29.3
5152.5,1164.3496,52.2256,34.8148,29.2
5153,820.7509,59.092,33.035,29.1
5153.5,472.5,65.9213,30.9423,28.8
5154,254.7,72.7014,29.46,28.5
5154.5,96.3,79.4185,28.4106,28.1
5155,0,86.0558,27.625,27.6
5155.5,0,89.6714,27.25,27.3
5156,0,90,26.95,27
5156.5,0,90,26.575,26.6
5157,0,90,26.125,26.1
5157.5,0,90,25.875,25.9
5158,0,90,25.825,25.8
5158.5,0,90,25.675,25.7
5159,0,90,25.425,25.4
5159.5,0,90,25.175,25.2
5160,0,90,24.925,24.9
5160.5,0,90,24.7,24.7
5161,0,90,24.5,24.5
5161.5,0,90,24.275,24.3
5162,0,90,24.025,24
5162.5,0,90,23.775,23.8
5163,0,90,23.525,23.5
5163.5,0,90,23.325,23.3
5164,0,90,23.175,23.2
5164.5,0,90,23.05,23.1
5165,0,90,22.95,23
5165.5,0,90,22.85,22.9
5166,0,90,22.75,22.8
5166.5,25.2,86.9267,22.8831,22.7
5167,75.6,80.5078,23.2291,22.8
5167.5,434.4775,73.7942,25.1834,23.1
5168,883.1538,67.0162,28.1153,23.6
5168.5,1088.0198,60.1881,29.6511,24.2
5169,1354.0486,53.3223,30.818,24.7
5169.5,1650.7262,46.4306,32.3445,25.2
5170,1849.9565,39.5254,33.8201,25.7
5170.5,1968.1144,32.6229,34.3373,26.2
5171,1934.8787,25.7495,33.6365,26.5
5171.5,1542.3528,18.9612,31.848,26.8
5172,2258.6882,12.4259,33.7736,26.9
5172.5,3035.1887,6.9347,35.9479,27.2
5173,3135.6086,6.3883,36.3897,27.7
5173.5,2096.6818,11.5142,33.5858,28
5174,1913.7899,17.9779,33.1256,28.1
5174.5,2292.1294,24.7444,34.3903,28.2
5175,2269.1509,31.6101,34.7582,28.3
5175.5,2126.4448,38.5103,34.5503,28.4
5176,1782.0545,45.4163,33.4429,28.4
5176.5,1206.6706,52.3109,31.821,28.3
5177,883.8215,59.1812,30.8537,28.1
5177.5,691.9059,66.0156,29.9832,27.8
5178,413.1506,72.8017,28.7544,27.5
5178.5,126,79.5258,27.4792,27.1
5179,0,86.171,26.625,26.6
5179.5,0,89.7311,26.25,26.3
5180,0,90,25.95,26
5180.5,0,90,25.65,25.7
5181,0,90,25.35,25.4
5181.5,0,90,25.025,25
5182,0,90,24.675,24.7
5182.5,0,90,24.425,24.4
5183,0,90,24.275,24.3
5183.5,0,90,24.05,24.1
5184,0,90,23.75,23.8
5184.5,0,90,23.55,23.6
5185,0,90,23.45,23.5
5185.5,0,90,23.35,23.4
5186,0,90,23.25,23.3
5186.5,0,90,23.15,23.2
5187,0,90,23.05,23.1
5187.5,0,90,22.975,23
5188,0,90,22.925,22.9
5188.5,0,90,22.875,22.9
5189,0,90,22.825,22.8
5189.5,0,90,22.775,22.8
5190,0,90,22.725,22.7
5190.5,37.8,86.967,23.0571,22.8
5191,113.4,80.585,23.7905,23
5191.5,496.8822,73.864,26.0822,23.5
5192,914.0416,67.0796,28.9666,24.2
5192.5,975.3765,60.2462,30.2078,24.9
5193,1214.1763,53.3763,32.1664,25.4
5193.5,1559.2902,46.4817,34.1541,26
5194,1797.3945,39.5754,35.0889,26.7
5194.5,1901.1371,32.6744,35.3993,27.3
5195,2101.397,25.8067,36.2146,27.8
5195.5,2444.609,19.0328,38.0927,28.4
5196,2576.8348,12.532,39.6793,29
5196.5,2480.4162,7.1296,38.796,29.5
5197,2478.7935,6.6183,37.492,29.9
5197.5,2547.579,11.661,37.1753,30.3
5198,2476.3617,18.0879,36.8574,30.6
5198.5,2264.0698,24.8392,36.4524,30.8
5199,2125.2322,31.6985,36.4292,30.9
5199.5,2051.8085,38.5969,36.7011,31
5200,1811.2938,45.5036,36.5601,31.1
5200.5,1471.235,52.4007,35.7862,31
5201,1222.4194,59.2749,34.8354,30.9
5201.5,947.1399,66.1142,33.5676,30.7
5202,645.8752,72.9063,32.1888,30.4
5202.5,425.5892,79.6373,31.014,30
5203,135.8512,86.2905,29.8469,29.5
5203.5,0,89.7931,28.975,29
5204,0,90,28.525,28.5
5204.5,0,90,28.175,28.2
5205,0,90,27.925,27.9
5205.5,0,90,27.675,27.7
5206,0,90,27.425,27.4
5206.5,0,90,27.2,27.2
5207,0,90,27,27
5207.5,0,90,26.775,26.8
5208,0,90,26.525,26.5
5208.5,0,90,26.325,26.3
5209,0,90,26.175,26.2
5209.5,0,90,26,26
5210,0,90,25.8,25.8
5210.5,0,90,25.6,25.6
